# sefstars.txt -- generated by scripts/build_stars.py, do not edit.
# Source: Yale Bright Star Catalogue, 5th Revised Edition (Hoffleit & Warren
# 1991, ADC/CDS V/50), public domain. 9096 stars.
#
# Columns are the Swiss Ephemeris sefstars format:
#   traditional name, nomenclature name, equinox, RA h/m/s, Dec d/m/s,
#   pmRA (0.001"/yr * cos dec), pmDec (0.001"/yr), radial velocity (km/s),
#   parallax (0.001"), V magnitude
#
# The traditional name is HRnnnn so that every star is addressable by its
# Harvard Revised number; the nomenclature name carries the Bayer/Flamsteed
# designation where BSC5 has one.
HR0167,55Psc,2000,00,39,55.6000,+21,26,18.000,28.00,-35.00,-17.0,9.00,5.36
HR0168,alCas,2000,00,40,30.5000,+56,32,14.000,53.00,-32.00,-4.0,16.00,2.23
HR0169,HR0169,2000,00,38,40.8000,-73,08,14.000,-17.00,20.00,21.0,0.00,6.85
HR0170,HR0170,2000,00,39,57.9000,-33,57,42.000,333.00,-116.00,-11.0,20.00,6.69
HR0171,HR0171,2000,00,39,52.0000,-44,47,48.000,45.00,0.00,8.0,0.00,6.01
HR0172,HR0172,2000,00,40,28.6000,-16,31,01.000,37.00,-40.00,48.0,0.00,6.49
HR0173,HR0173,2000,00,40,32.9000,-23,48,16.000,644.00,-333.00,-53.0,43.00,6.14
HR0174,HR0174,2000,00,40,42.4000,-04,21,07.000,-13.00,-13.00,35.0,0.00,5.91
HR0175,32And,2000,00,41,07.2000,+39,27,31.000,-10.00,-7.00,-5.0,10.00,5.33
HR0176,HR0176,2000,00,40,26.4000,-59,27,16.000,889.00,448.00,2.0,58.00,5.89
HR0177,HR0177,2000,00,42,03.4000,+66,08,51.000,-13.00,-9.00,-3.0,0.00,5.83
HR0178,HR0178,2000,00,41,36.0000,+24,37,45.000,107.00,-16.00,-15.0,0.00,6.04
HR0179,xiCas,2000,00,42,03.9000,+50,30,45.000,15.00,-5.00,-10.0,0.00,4.80
HR0180,muPhe,2000,00,41,19.6000,-46,05,06.000,-14.00,-2.00,19.0,4.00,4.59
HR0181,HR0181,2000,00,42,31.1000,+58,45,12.000,36.00,-7.00,-3.0,0.00,6.17
HR0183,xiPhe,2000,00,41,46.4000,-56,30,06.000,85.00,44.00,10.0,0.00,5.70
HR0184,piCas,2000,00,43,28.1000,+47,01,29.000,-20.00,-34.00,13.0,23.00,4.94
HR0185,la1Scl,2000,00,42,42.9000,-38,27,48.000,3.00,-5.00,10.0,0.00,6.06
HR0186,HR0186,2000,00,42,41.8000,-60,15,45.000,255.00,-45.00,26.0,0.00,5.98
HR0187,rhTuc,2000,00,42,28.4000,-65,28,05.000,53.00,42.00,14.0,38.00,5.39
HR0188,beCet,2000,00,43,35.4000,-17,59,12.000,234.00,33.00,13.0,61.00,2.04
HR0189,HR0189,2000,00,44,26.4000,+47,51,51.000,-26.00,15.00,-60.0,0.00,5.67
HR0190,HR0190,2000,00,43,50.2000,-12,00,42.000,7.00,-204.00,-9.0,0.00,6.02
HR0191,etPhe,2000,00,43,21.2000,-57,27,47.000,-6.00,11.00,2.0,46.00,4.36
